通用码,数据模式,V6方法,V6.1方法,V6_MASE,V6.1_MASE,V6总量误差,V6.1总量误差,优胜者
CJ1212032399,sparse,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1212032417,intermittent,tsb_opt,tsb_opt,0.0092,0.0092,1.04,1.04,V6
CJ1212032425,intermittent,naive_drift,naive_drift,0.0,0.0,0.0,0.0,持平
CJ1212032426,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212032428,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212032436,sparse,winsorized,winsorized,0.0121,0.0121,0.31,0.31,V6
CJ1212032443,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1212032444,intermittent,interval_based,interval_based,0.2356,0.2356,8.39,8.39,V6
CJ1212032446,intermittent,tsb_opt,tsb_opt,0.126,0.126,4.29,4.29,V6
CJ1212032449,seasonal,seasonal_naive,seasonal_naive,0.0856,0.0856,5.0,5.0,V6
CJ1212032452,intermittent,tsb_opt,tsb_opt,0.0709,0.0709,5.92,5.92,V6
CJ1212032501,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1212032503,seasonal,damped_trend,damped_trend,0.1712,0.1712,9.89,9.89,V6.1
CJ1212032515,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212032521,stable,interval_based,interval_based,0.0046,0.0046,0.8,0.8,V6.1
CJ1212032523,intermittent,adida,adida,0.0718,0.0718,3.0,3.0,V6.1
CJ1212032536,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1212032538,seasonal,ma_3,ma_3,0.0292,0.0292,1.67,1.67,V6
CJ1212032548,intermittent,median_5,median_5,0.0917,0.0917,2.0,2.0,V6
CJ1212032576,intermittent,tsb_opt,tsb_opt,0.0973,0.0973,2.61,2.61,V6.1
CJ1212032581,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212032597,intermittent,weighted_ma_5,weighted_ma_5,0.0751,0.0751,1.67,1.67,V6.1
CJ1212032615,lumpy,winsorized,winsorized,0.0233,0.0233,0.63,0.63,V6
CJ1212032672,lumpy,weighted_ma_5,weighted_ma_5,0.0125,0.0125,0.33,0.33,V6
CJ1212032684,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212032708,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212032722,intermittent,winsorized,winsorized,0.1851,0.1851,15.62,15.62,V6
CJ1212032727,sparse,tsb_opt,tsb_opt,0.0187,0.0187,0.52,0.52,V6
CJ1212032728,intermittent,winsorized,winsorized,0.5733,0.5733,69.38,69.38,V6
CJ1212032729,intermittent,weighted_ma_5,weighted_ma_5,0.1042,0.1042,13.33,13.33,V6
CJ1212032799,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1212032943,lumpy,winsorized,winsorized,0.0,0.0,0.0,0.0,持平
CJ1212032946,seasonal,ma_3,ma_3,0.0762,0.0762,3.67,3.67,V6
CJ1212032958,lumpy,median_5,median_5,0.1742,0.1742,20.0,20.0,V6
CJ1212032959,lumpy,tsb_opt,tsb_opt,1.2454,1.2454,41.1,41.1,V6
CJ1212032972,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212033035,intermittent,median_5,median_5,0.0951,0.0951,5.0,5.0,V6.1
CJ1212033036,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1212033042,intermittent,weighted_ma_5,weighted_ma_5,0.1418,0.1418,13.33,13.33,V6
CJ1212033079,all_zero,optimized_ses,optimized_ses,0.2039,0.2039,9.99,9.99,V6
CJ1212033089,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1212033111,stable,ma_7,ma_7,0.6562,0.6562,142.86,142.86,V6
CJ1212033182,seasonal,optimized_des,optimized_des,0.0,0.0,0.0,0.0,持平
CJ1212033334,stable,holt_winters,holt_winters,0.0067,0.0067,1.2,1.2,V6.1
CJ1212033343,intermittent,croston,croston,0.0275,0.0275,1.16,1.16,V6
CJ1212033395,intermittent,ma_5,ma_5,0.1951,0.1951,8.0,8.0,V6
CJ1212033409,intermittent,interval_based,interval_based,0.1705,0.1705,59.2,59.2,V6.1
CJ1212033435,stable,theta,theta,0.0204,0.0204,3.25,3.25,V6.1
CJ1212033462,intermittent,optimized_ses,optimized_ses,0.0219,0.0219,2.72,2.72,V6
CJ1212033463,intermittent,sba,sba,0.7275,0.7275,40.74,40.74,V6.1
CJ1212033622,all_zero,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212033765,intermittent,interval_based,interval_based,1.0582,1.0582,26.03,26.03,V6.1
CJ1212033786,sparse,ma_3,ma_3,0.098,0.098,1.67,1.67,V6
CJ1212033790,intermittent,optimized_ses,optimized_ses,0.1098,0.1098,3.8,3.8,V6.1
CJ1212033791,intermittent,adida,adida,0.024,0.024,0.88,0.88,V6.1
CJ1212033792,erratic,winsorized,winsorized,0.2011,0.2011,25.0,25.0,V6
CJ1212033793,seasonal,theta,theta,0.2164,0.2164,50.19,50.19,V6.1
CJ1212033794,intermittent,interval_based,interval_based,0.0,0.0,0.0,0.0,持平
CJ1212033795,intermittent,adida,adida,0.7791,0.7791,26.18,26.18,V6.1
CJ1212033813,stable,theta,theta,0.166,0.166,23.84,23.84,V6
CJ1212033818,intermittent,tsb_opt,tsb_opt,0.019,0.019,0.8,0.8,V6.1
CJ1212033820,seasonal,seasonal_naive,seasonal_naive,0.2381,0.2381,13.0,13.0,V6.1
CJ1212033827,intermittent,ma_5,ma_5,0.0758,0.0758,1.0,1.0,V6.1
CJ1212033858,seasonal,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212033861,seasonal,theta,theta,0.8827,0.8827,332.23,332.23,V6.1
CJ1212033873,lumpy,winsorized,winsorized,0.0844,0.0844,9.62,9.62,V6
CJ1212033936,sparse,tsb_opt,tsb_opt,0.1385,0.1385,2.13,2.13,V6.1
CJ1212033963,lumpy,ma_5,ma_5,0.4545,0.4545,60.0,60.0,V6
CJ1212033968,intermittent,ma_3,ma_3,0.0,0.0,0.0,0.0,持平
CJ1212033974,lumpy,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212033977,intermittent,interval_based,interval_based,0.0238,0.0238,0.67,0.67,V6
CJ1212034103,intermittent,sba,sba,0.1027,0.1027,4.87,4.87,V6
CJ1212034109,intermittent,sba,sba,0.0074,0.0074,0.3,0.3,V6.1
CJ1212034140,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212034141,lumpy,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212034152,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212034176,intermittent,weighted_ma_5,weighted_ma_5,0.0429,0.0429,2.33,2.33,V6.1
CJ1212034193,sparse,ma_3,ma_3,0.7752,0.7752,20.0,20.0,V6.1
CJ1212034223,seasonal,optimized_ses,optimized_ses,0.0072,0.0072,2.26,2.26,V6
CJ1212034266,trending,naive_drift,naive_drift,0.0,0.0,0.0,0.0,持平
CJ1212034275,stable,damped_trend,damped_trend,0.0539,0.0539,30.6,30.6,V6.1
CJ1212034276,intermittent,adida,adida,0.0199,0.0199,2.5,2.5,V6
CJ1212034277,seasonal,damped_trend,damped_trend,0.0812,0.0812,18.75,18.75,V6.1
CJ1212034278,seasonal,holt_winters,holt_winters,0.0,0.0,0.0,0.0,持平
CJ1212034279,stable,theta,theta,0.0605,0.0605,21.01,21.01,V6.1
CJ1212034282,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212034284,intermittent,winsorized,winsorized,0.1042,0.1042,6.25,6.25,V6.1
CJ1212034302,seasonal,seasonal_naive,seasonal_naive,0.8197,0.8197,25.0,25.0,V6.1
CJ1212034303,stable,weighted_ma_5,weighted_ma_5,0.0382,0.0382,28.33,28.33,V6
CJ1212034328,stable,ma_7,ma_7,0.0192,0.0192,2.0,2.0,V6.1
CJ1212034348,intermittent,tsb_opt,tsb_opt,0.0085,0.0085,0.23,0.23,V6.1
CJ1212034443,seasonal,optimized_hw,optimized_hw,0.0729,0.0729,1.47,1.47,V6.1
CJ1212034464,intermittent,weighted_ma_5,weighted_ma_5,0.0712,0.0712,1.67,1.67,V6
CJ1212034485,trending,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1212034672,intermittent,tsb_opt,tsb_opt,0.0006,0.0006,0.01,0.01,V6
CJ1212034674,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212034703,lumpy,sba,sba,0.0102,0.0102,0.27,0.27,V6
CJ1212034709,lumpy,croston,croston,0.0454,0.0454,1.16,1.16,V6
CJ1212034718,lumpy,weighted_ma_5,weighted_ma_5,0.0324,0.0324,0.67,0.67,V6.1
CJ1212034772,intermittent,sba,sba,0.2638,0.2638,12.66,12.66,V6.1
CJ1212034797,intermittent,adida,adida,0.0341,0.0341,0.8,0.8,V6.1
CJ1212034804,trending,optimized_hw,optimized_hw,0.0901,0.0901,15.14,15.14,V6.1
CJ1212060185,intermittent,adida,adida,0.0919,0.0919,1.47,1.47,V6
CJ1212060288,all_zero,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212060318,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ2070550057,seasonal,seasonal_naive,seasonal_naive,0.1979,0.1979,17.0,17.0,V6
CJ2070550064,stable,interval_based,interval_based,0.7763,0.7763,226.53,226.53,V6
CJ2070550069,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ2070550077,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ2121020027,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ2121020032,intermittent,winsorized,winsorized,0.288,0.288,283.75,283.75,V6
CJ2121040300,stable,ma_7,ma_7,0.0169,0.0169,142.86,142.86,V6.1
CJ2121040457,stable,weighted_ma_5,weighted_ma_5,0.0,0.0,0.0,0.0,持平
CJ2121041464,seasonal,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ2121041586,seasonal,optimized_hw,optimized_hw,0.0466,0.0466,23.3,23.3,V6.1
CJ2121050051,intermittent,optimized_ses,optimized_ses,0.0242,0.0242,1.5,1.5,V6.1
CJ2121050251,intermittent,interval_based,interval_based,0.0038,0.0038,0.36,0.36,V6.1
CJ2121050358,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ2121050359,intermittent,croston,croston,0.1185,0.1185,13.27,13.27,V6
CJ2121050500,seasonal,theta,theta,0.1028,0.1028,18.71,18.71,V6
CJ2121050514,seasonal,ma_3,ma_3,0.2875,0.2875,86.67,86.67,V6
CJ2121050565,seasonal,theta,theta,0.0,0.0,0.0,0.0,持平
CJ2121050605,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ2121050621,seasonal,optimized_des,optimized_des,0.0,0.0,0.0,0.0,持平
CJ2121050630,seasonal,optimized_ses,optimized_ses,0.067,0.067,10.12,10.12,V6
CJ2121050631,seasonal,weighted_ma_5,weighted_ma_5,0.1754,0.1754,10.0,10.0,V6
CJ2121050635,seasonal,optimized_des,optimized_des,0.1137,0.1137,29.57,29.57,V6
CJ2121050642,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ2121050645,intermittent,theta,theta,0.0014,0.0014,0.36,0.36,V6.1
CJ2121050654,stable,theta,theta,0.0398,0.0398,14.0,14.0,V6
CJ2121050678,seasonal,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ2121050685,stable,naive_drift,naive_drift,0.1022,0.1022,111.0,111.0,V6
CJ2121050705,intermittent,ma_3,ma_3,0.1515,0.1515,10.0,10.0,V6
CJ2121050720,intermittent,adida,adida,0.074,0.074,11.08,11.08,V6.1
CJ2121060387,stable,optimized_des,optimized_des,0.0348,0.0348,9.61,9.61,V6
CJ2121060433,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ2121060465,seasonal,optimized_des,optimized_des,0.0,0.0,0.0,0.0,持平
CJ2121080021,seasonal,seasonal_naive,seasonal_naive,0.0789,0.0789,300.0,300.0,V6
CJ2121080094,intermittent,naive_drift,naive_drift,0.0037,0.0037,5.0,5.0,V6
CJ2121080680,intermittent,optimized_ses,optimized_ses,0.0713,0.0713,12.83,12.83,V6.1
CJ2121080953,intermittent,ma_3,ma_3,0.0499,0.0499,166.67,166.67,V6
CJ2121081227,seasonal,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ2121090013,seasonal,optimized_hw,optimized_hw,0.047,0.047,112.42,112.42,V6
CJ2121090050,stable,holt_winters,holt_winters,0.1481,0.1481,217.75,217.75,V6
CJ2121090635,intermittent,winsorized,winsorized,0.4911,0.4911,68.75,68.75,V6.1
CJ2121090901,seasonal,damped_trend,damped_trend,0.0173,0.0173,66.05,66.05,V6.1
CJ2121091171,intermittent,tsb_opt,tsb_opt,0.0259,0.0259,12.43,12.43,V6.1
CJ2122140016,stable,weighted_ma_5,weighted_ma_5,0.0,0.0,0.0,0.0,持平
CJ2222120092,sparse,ma_5,ma_5,0.6801,0.6801,37.0,37.0,V6
CJ2222120130,lumpy,naive_drift,naive_drift,0.7642,0.7642,94.0,94.0,V6
CJ2222120135,trending,optimized_des,optimized_des,0.0496,0.0496,2.83,2.83,V6.1
CJ2222120138,seasonal,seasonal_naive,seasonal_naive,0.292,0.292,8.0,8.0,V6.1
CJ2222120174,intermittent,adida,adida,0.7424,0.7424,34.0,34.0,V6.1
CJ2222120177,intermittent,winsorized,winsorized,0.0571,0.0571,2.5,2.5,V6.1
CJ2222120204,sparse,weighted_ma_5,weighted_ma_5,0.1897,0.1897,2.33,2.33,V6
CJ2222130377,stable,ma_3,ma_3,0.0189,0.0189,38.0,38.0,V6
CJ2222130415,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ2222130416,trending,optimized_des,optimized_des,0.0,0.0,0.0,0.0,持平
CJ2222130522,intermittent,winsorized,winsorized,0.0241,0.0241,3.12,3.12,V6.1
CJ2222130718,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ2222130724,seasonal,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ2222130794,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ2222130798,trending,seasonal_naive,seasonal_naive,0.1235,0.1235,50.0,50.0,V6.1
CJ2222140077,intermittent,winsorized,winsorized,0.0223,0.0223,6.25,6.25,V6
CJ2222140171,intermittent,adida,adida,0.0118,0.0118,6.86,6.86,V6
CJ2222200062,seasonal,optimized_des,optimized_des,0.0,0.0,0.0,0.0,持平
CJ2222200075,intermittent,theta,theta,0.0118,0.0118,19.51,19.51,V6
CJ2222200215,intermittent,tsb_opt,tsb_opt,0.094,0.094,13.63,13.63,V6
CJ2222280036,intermittent,ma_3,ma_3,0.2712,0.2712,66.67,66.67,V6
CJ2222280037,intermittent,interval_based,interval_based,0.065,0.065,10.0,10.0,V6
CJ2222280038,trending,holt_winters,holt_winters,0.6104,0.6104,171.66,171.66,V6
CJ2222280039,seasonal,holt_winters,holt_winters,0.6501,0.6501,183.73,183.73,V6
CJ2222280040,intermittent,ma_3,ma_3,0.0465,0.0465,6.67,6.67,V6.1
CJ2222280041,intermittent,ma_3,ma_3,0.4153,0.4153,148.67,148.67,V6.1
CJ2222280042,intermittent,interval_based,interval_based,0.2654,0.2654,47.9,47.9,V6.1
CJ2222280048,seasonal,median_5,median_5,0.0,0.0,0.0,0.0,持平
